Date,Open,High,Low,Close,Adj Close,Volume,Days
2017-11-02,59.139999,59.950001,58.599998,59.790001,51.427685,4790500,1037
2017-11-03,59.669998,60.119999,59.290001,59.360001,51.057819,3992500,1038
2017-11-06,59.299999,59.400002,58.709999,59.290001,50.99762,4538700,1039
2017-11-07,59.07,59.110001,57.66,57.889999,49.793423,6587600,1040
2017-11-08,57.860001,58.950001,57.380001,58.369999,50.206287,4921600,1041
2017-11-09,57.66,60.150002,57.189999,59.900002,51.522301,8496200,1042
2017-11-10,59.91,61.41,59.91,61.400002,52.812511,6854500,1043
2017-11-13,61.400002,61.950001,60.150002,60.400002,51.952366,6608800,1044
2017-11-14,59.59,60.310001,59.150002,60.09,52.221767,8018700,1045
2017-11-15,56.259998,57.91,54.040001,54.16,47.068245,34811200,1046
2017-11-16,54.509998,55.32,54.130001,55.099998,47.88517,12744700,1047
2017-11-17,55.759998,58.740002,55.720001,58.139999,50.527103,16719400,1048
2017-11-20,57.970001,58.209999,57.110001,57.880001,50.301159,7973000,1049
2017-11-21,57.849998,58.07,56.790001,57.25,49.753643,6318400,1050
2017-11-22,57.419998,57.759998,57.07,57.490002,49.962219,2867400,1051
2017-11-24,58.049999,58.130001,55.830002,55.880001,48.563034,5892400,1052
2017-11-27,56.200001,56.389999,55.25,55.84,48.528282,8277500,1053
2017-11-28,56.02,56.75,55.419998,56.619999,49.206139,6312100,1054
2017-11-29,56.82,61.779999,56.82,61.68,53.603577,18820900,1055
2017-11-30,61.650002,63.099998,59.84,59.900002,52.056656,14923100,1056
2017-12-01,60,60.470001,58.900002,59.509998,51.717728,8318000,1057
2017-12-04,60.650002,63.029999,60.540001,62.560001,54.368351,11463100,1058
2017-12-05,62.389999,62.48,60.450001,62.200001,54.055492,8184300,1059
2017-12-06,61.130001,62.279999,60.549999,60.720001,52.769283,5562300,1060
2017-12-07,60.880001,61.66,60.5,61.09,53.090828,3965300,1061
2017-12-08,61.099998,61.830002,60.650002,61.369999,53.334167,3666500,1062
2017-12-11,61.580002,62.169998,61.150002,61.759998,53.6731,4315300,1063
2017-12-12,61.759998,61.950001,60.880001,61.02,53.029995,4769300,1064
2017-12-13,60.849998,62.830002,60.799999,62.669998,54.463947,7998100,1065
2017-12-14,63.07,63.700001,61.889999,61.939999,53.829544,6332000,1066
2017-12-15,62.709999,63.200001,62.349998,62.610001,54.411797,9152100,1067
2017-12-18,63.349998,64.419998,63.349998,64.080002,55.689323,6372500,1068
2017-12-19,64.330002,64.639999,63.869999,64.059998,55.67194,6424900,1069
2017-12-20,64.199997,65.239998,64.169998,64.480003,56.036942,8163800,1070
2017-12-21,64.599998,65.739998,64.519997,65.220001,56.680046,7640900,1071
2017-12-22,65.470001,65.470001,64.669998,65.389999,56.827797,3938900,1072
2017-12-26,65.400002,66.449997,65.25,65.82,57.201496,2637700,1073
2017-12-27,66,66.110001,65.07,65.139999,56.610527,3510600,1074
2017-12-28,65.230003,65.410004,64.599998,64.82,56.33242,2467500,1075
